instituicao,cod_ibge,uf,populacao,demais,adm,legis,total
Prefeitura Municipal de Rio Verde de Mato Grosso - MS,5007406,MS,19682,61275132.650000006,8642564.39,3250038.55,73167735.59
Prefeitura Municipal de Rio Vermelho - MG,3156007,MG,12957,34432943.47,2793056.53,1315000,38541000
Prefeitura Municipal de Riolândia - SP,3544202,SP,12342,36090850,6068000,1932000,44090850
Prefeitura Municipal de Riozinho - RS,4315750,RS,4629,24371873.73,3176000,657000,28204873.73
Prefeitura Municipal de Riqueza - SC,4215075,SC,4636,14982526.5,2202622,960000,18145148.5
Prefeitura Municipal de Ritápolis - MG,3156106,MG,4648,13708934.3,6183049.95,701700,20593684.25
Prefeitura Municipal de Riversul - SP,3543501,SP,5607,18323221.07,2618250,916000,21857471.07
Prefeitura Municipal de Roca Sales - RS,4315800,RS,11300,37839803.14,5436427.51,1440000,44716230.65
Prefeitura Municipal de Rochedo - MS,5007505,MS,5403,20784959.78,5621849.23,1182708,27589517.01
Prefeitura Municipal de Rochedo de Minas - MG,3156205,MG,2289,13175785.79,1990202.21,731000,15896988
Prefeitura Municipal de Rodeio - SC,4215109,SC,11502,32150646.14,3371381.99,760000,36282028.13
Prefeitura Municipal de Rodeio Bonito - RS,4315909,RS,5867,21661657.36,3794770,0,25456427.36
Prefeitura Municipal de Rodeiro - MG,3156304,MG,7991,17854699.29,2154752.68,1034000,21043451.97
Prefeitura Municipal de Rodelas - BA,2927101,BA,9213,22607874.46,3991625.54,1400000,27999500
Prefeitura Municipal de Rodolfo Fernandes - RN,2411007,RN,4472,17568420,1926350,846660,20341430
Prefeitura Municipal de Rodrigues Alves - AC,1200427,AC,18504,33332457.309999995,7233673.24,1144694.43,41710824.98
Prefeitura Municipal de Rolador - RS,4315958,RS,2352,13562084.45,5216200,720000,19498284.45
Prefeitura Municipal de Rolândia - PR,4122404,PR,65757,209855930.94,18882957,5000000,233738887.94
Prefeitura Municipal de Rolante - RS,4316006,RS,21199,82725398.78,7809220,1836500,92371118.78
Prefeitura Municipal de Rolim de Moura - RO,1100288,RO,54702,109839924.39,26269519.04,5184599.66,141294043.09
Prefeitura Municipal de Romaria - MG,3156403,MG,3547,18301960.94,3749200,1343000,23394160.94
Prefeitura Municipal de Romelândia - SC,4215208,SC,4890,18053380.21,2284714.99,950000,21288095.200000003
Prefeitura Municipal de Roncador - PR,4122503,PR,10058,42229532.3,4770130.78,1700000,48699663.08
Prefeitura Municipal de Ronda Alta - RS,4316105,RS,10583,32214000,4356000,900000,37470000
Prefeitura Municipal de Rondinha - RS,4316204,RS,5182,24451121.8,4734400,977500,30163021.8
Prefeitura Municipal de Rondolândia - MT,5107578,MT,3966,13865410.14,6428861.88,0,20294272.02
Prefeitura Municipal de Rondon - PR,4122602,PR,9534,29130558.360000003,2668885.31,0,31799443.67
Prefeitura Municipal de Rondon do Pará - PA,1506187,PA,51903,97672977.72,12317571,3289451.28,113280000
Prefeitura Municipal de Rondonópolis - MT,5107602,MT,228857,1004809630.71,63423927,29238613.51,1097472171.22
Prefeitura Municipal de Roque Gonzales - RS,4316303,RS,6899,25591721.88,3178857.8,1150000,29920579.68
Prefeitura Municipal de Rorainópolis - RR,1400472,RR,29533,62438912.94,25940965.89,1212093.81,89591972.64
Prefeitura Municipal de Rosana - SP,3544251,SP,17015,89425000,9001000,4730000,103156000
Prefeitura Municipal de Rosário - MA,2109601,MA,42482,156704335.39,23340962.59,3267120,183312417.98
Prefeitura Municipal de Rosário do Catete - SE,2806107,SE,10697,41401033.13,13286866.87,3312100,58000000
Prefeitura Municipal de Rosário do Ivaí - PR,4122651,PR,4886,19451612.95,4500143,1065000,25016755.95
Prefeitura Municipal de Rosário do Sul - RS,4316402,RS,39535,92953434.04,29038749.560000002,4593062.550000001,126585246.15
Prefeitura Municipal de Roseira - SP,3544301,SP,10621,33008266.45,3298483.55,1306250,37613000
Prefeitura Municipal de Roteiro - AL,2707800,AL,6680,32542142.04,7498343.47,962108.25,41002593.76
Prefeitura Municipal de Rubelita - MG,3156502,MG,6198,21193046.74,2398404.04,871807.8,24463258.58
Prefeitura Municipal de Rubiácea - SP,3544400,SP,3093,13970133.530000001,2856440,792800,17619373.53
Prefeitura Municipal de Rubiataba - GO,5218904,GO,19815,53566265.72,7025239.66,2782815.27,63374320.65
Prefeitura Municipal de Rubim - MG,3156601,MG,10226,28015046.8,2334114.2,0,30349161
Prefeitura Municipal de Rubinéia - SP,3544509,SP,3125,18845559.41,4628090,912000,24385649.41
Prefeitura Municipal de Rurópolis - PA,1506195,PA,49503,81220659.36,7590000,3136000,91946659.36
Prefeitura Municipal de Russas - CE,2311801,CE,76884,157662040.05,11240307.26,5233555.3,174135902.61
Prefeitura Municipal de Ruy Barbosa - BA,2927200,BA,30767,59973962.78000001,4520110.01,2700000,67194072.79
Prefeitura Municipal de Ruy Barbosa - RN,2411106,RN,3608,15766773,2573975,850000,19190748
Prefeitura Municipal de Sabará - MG,3156700,MG,135421,305792333.24,54965172.03,8431455.23,369188960.5
Prefeitura Municipal de Sabáudia - PR,4122701,PR,6760,22684600.21,7865133,1638100.73,32187833.94
Prefeitura Municipal de Sabino - SP,3544608,SP,5564,21066120.51,2943128.5,1020000,25029249.01
Prefeitura Municipal de Sabinópolis - MG,3156809,MG,15525,36638024.95999999,4820207.84,1615500,43073732.8
Prefeitura Municipal de Saboeiro - CE,2311900,CE,15808,32278306,7624579,1510000,41412885
Prefeitura Municipal de Sacramento - MG,3156908,MG,25989,92633566.63999999,20092331.1,3906000,116631897.73999998
Prefeitura Municipal de Sagrada Família - RS,4316428,RS,2613,12457736.88,3397115.29,814322.29,16669174.46
Prefeitura Municipal de Sagres - SP,3544707,SP,2435,11858031.33,1485550,0,13343581.33
Prefeitura Municipal de Sairé - PE,2612000,PE,10103,33095980.28,5754019.72,1530000,40380000
Prefeitura Municipal de Saldanha Marinho - RS,4316436,RS,2679,20459051.53,2739500,1072800,24271351.53
Prefeitura Municipal de Sales - SP,3544806,SP,6253,31994957.46,4076448.02,1436959.7,37508365.18000001
Prefeitura Municipal de Sales Oliveira - SP,3544905,SP,11779,45422576.35,4136153.65,1525000,51083730
Prefeitura Municipal de Salesópolis - SP,3545001,SP,17022,47217747.45999999,3787874.09,1975200,52980821.55
Prefeitura Municipal de Salete - SC,4215307,SC,7626,27642880.62,2316803.2,1038800,30998483.82
Prefeitura Municipal de Salgadinho - PB,2513000,PB,3919,19275983,2453100,751717,22480800
Prefeitura Municipal de Salgadinho - PE,2612109,PE,10768,30224000,3142000,1614000,34980000
Prefeitura Municipal de Salgado - SE,2806206,SE,19970,34720947.480000004,4451052.52,1828000,41000000
Prefeitura Municipal de Salgado de São Félix - PB,2513109,PB,12149,32706800.61,3781776.47,1125833,37614410.08
Prefeitura Municipal de Salgado Filho - PR,4122800,PR,3679,20859005.099999998,2822127.6,650000,24331132.7
Prefeitura Municipal de Salgueiro - PE,2612208,PE,60604,265019944,24300056,13800000,303120000
Prefeitura Municipal de Salinas - MG,3157005,MG,41349,87442609.03,8543506.93,2878000,98864115.96000001
Prefeitura Municipal de Salinas da Margarida - BA,2927309,BA,15463,58850100.16,6279203.31,2000000,67129303.47
Prefeitura Municipal de Salinópolis - PA,1506203,PA,40424,87496307,4772374,2500810,94769491
Prefeitura Municipal de Salitre - CE,2311959,CE,16435,42830400,9669600,1600000,54100000
Prefeitura Municipal de Salmourão - SP,3545100,SP,5262,15146285,2148715,795000,18090000
Prefeitura Municipal de Saloá - PE,2612307,PE,15823,51770000,8429500,1846000,62045500
Prefeitura Municipal de Saltinho - SC,4215356,SC,3808,16690706.66,2180289.02,985000,19855995.68
Prefeitura Municipal de Saltinho - SP,3545159,SP,8176,23553441.71,4364879.6,1226150,29144471.310000002
Prefeitura Municipal de Salto - SP,3545209,SP,117561,408597105.58,37964863.88,6700000,453261969.46
Prefeitura Municipal de Salto da Divisa - MG,3157104,MG,7007,27847138.599999998,3479733.3,1254500,32581371.9
Prefeitura Municipal de Salto de Pirapora - SP,3545308,SP,44972,131496486.86999999,12491822.64,2762000,146750309.51
Prefeitura Municipal de Salto do Céu - MT,5107750,MT,3437,13859839.440000001,4310959.5,780000,18950798.94
Prefeitura Municipal de Salto do Itararé - PR,4122909,PR,4973,13388142.6,4763252.01,1020000,19171394.61
Prefeitura Municipal de Salto do Jacuí - RS,4316451,RS,12416,37607660.78,6415050.72,1971840,45994551.5
Prefeitura Municipal de Salto do Lontra - PR,4123006,PR,14695,49669539.51,7541350,2035900,59246789.51
Prefeitura Municipal de Salto Grande - SP,3545407,SP,9297,29224777,2104100,1320000,32648877
Prefeitura Municipal de Salto Veloso - SC,4215406,SC,4680,22544804.01,3445609.66,997500,26987913.67
Prefeitura Municipal de Salvador - BA,2927408,BA,2857329,7430701905,576193010,188265000,8195159915
Prefeitura Municipal de Salvador das Missões - RS,4316477,RS,2732,17765477.810000002,3493477.14,1126566.19,22385521.140000004
Prefeitura Municipal de Salvador do Sul - RS,4316501,RS,7705,33131953.39,3275760,641000,37048713.39
Prefeitura Municipal de Salvaterra - PA,1506302,PA,23424,61976278.54,7695785.32,2080000,71752063.86
Prefeitura Municipal de Sambaíba - MA,2109700,MA,5663,37598853.17,4148146.83,0,41747000
Prefeitura Municipal de Sampaio - TO,1718808,TO,4627,11975657.899999999,1772131.03,576900,14324688.929999998
Prefeitura Municipal de Sananduva - RS,4316600,RS,16211,59140120,11082246,1508000,71730366
Prefeitura Municipal de Sanclerlândia - GO,5219001,GO,7642,23665774.63,2620920.96,1076102.68,27362798.27
Prefeitura Municipal de Sandolândia - TO,1718840,TO,3378,16585181.61,4714958.39,0,21300140
Prefeitura Municipal de Sandovalina - SP,3545506,SP,4248,28859800,3954200,1950000,34764000
Prefeitura Municipal de Sangão - SC,4215455,SC,12446,45327414.46,6473639.78,1700000,53501054.24
Prefeitura Municipal de Sanharó - PE,2612406,PE,26026,40276300,9168700,2555000,52000000
Prefeitura Municipal de Sant'Ana do Livramento - RS,4317103,RS,77763,259848991.17,72271242.17,11199284.74,343319518.08
Prefeitura Municipal de Santa Adélia - SP,3545605,SP,15397,42457705.87,5888300,1080000,49426005.87
Prefeitura Municipal de Santa Albertina - SP,3545704,SP,5993,26282595,3557155,1044000,30883750
Prefeitura Municipal de Santa Amélia - PR,4123105,PR,3385,17028021.23,2896370.2,862000,20786391.43
Prefeitura Municipal de Santa Bárbara - BA,2927507,BA,20694,35978576.4,4221423.6,1800000,42000000
Prefeitura Municipal de Santa Bárbara - MG,3157203,MG,30807,82246383.86,12140428.05,3856000,98242811.91
Prefeitura Municipal de Santa Bárbara d'Oeste - SP,3545803,SP,192536,499415600,67169200,17000000,583584800
Prefeitura Municipal de Santa Bárbara de Goiás - GO,5219100,GO,6485,20180334.43,2438533.06,1196451.6900000002,23815319.18
Prefeitura Municipal de Santa Bárbara do Leste - MG,3157252,MG,8113,23950498,4879807,0,28830305
Prefeitura Municipal de Santa Bárbara do Pará - PA,1506351,PA,20704,32929151,5500859,1807276,40237286
Prefeitura Municipal de Santa Bárbara do Sul - RS,4316709,RS,8099,42835806.61,14249359.51,1666400,58751566.12
Prefeitura Municipal de Santa Bárbara do Tugúrio - MG,3157302,MG,4454,15013963.66,1686036.34,800000,17500000
Prefeitura Municipal de Santa Branca - SP,3546009,SP,14717,52684371.160000004,5114224.44,1760000,59558595.6
Prefeitura Municipal de Santa Brígida - BA,2927606,BA,14088,46978000,6549000,2600000,56127000
Prefeitura Municipal de Santa Carmem - MT,5107248,MT,4486,25145397.18,4357046.33,1140000,30642443.509999998
Prefeitura Municipal de Santa Cecília - PB,2513158,PB,6574,19747230.16,2608407.84,884206,23239844
Prefeitura Municipal de Santa Cecília - SC,4215505,SC,16741,47434046.2,5527940,1672000,54633986.2
Prefeitura Municipal de Santa Cecília do Pavão - PR,4123204,PR,3376,16312625.049999999,2540032.65,867000,19719657.7
Prefeitura Municipal de Santa Cecília do Sul - RS,4316733,RS,1644,16177584.02,2707000,851000,19735584.02
Prefeitura Municipal de Santa Clara d'Oeste - SP,3546108,SP,2118,12460078.93,3578990.77,1004870,17043939.7
Prefeitura Municipal de Santa Clara do Sul - RS,4316758,RS,6522,24422959.759999998,4740272.33,738000,29901232.089999996
Prefeitura Municipal de Santa Cruz - PB,2513208,PB,6585,34181361.19,4203620.81,1114338,39499320
Prefeitura Municipal de Santa Cruz - PE,2612455,PE,15236,36474168.48,4621994,1717000,42813162.48
Prefeitura Municipal de Santa Cruz - RN,2411205,RN,39355,78177500,11622500,3200000,93000000
Prefeitura Municipal de Santa Cruz Cabrália - BA,2927705,BA,27626,114230039.93,11049910.21,2937000,128216950.14000002
Prefeitura Municipal de Santa Cruz da Baixa Verde - PE,2612471,PE,12531,32776975.759999998,6449073.24,0,39226049
Prefeitura Municipal de Santa Cruz da Conceição - SP,3546207,SP,4461,20481522.97,3302640,700200,24484362.97
Prefeitura Municipal de Santa Cruz da Esperança - SP,3546256,SP,2124,14686452.5,2410000,0,17096452.5
Prefeitura Municipal de Santa Cruz das Palmeiras - SP,3546306,SP,33975,80012538.24,6128500,1300000,87441038.24
Prefeitura Municipal de Santa Cruz de Goiás - GO,5219209,GO,2892,16607148.270000001,4067851.73,1125235.51,21800235.51
Prefeitura Municipal de Santa Cruz de Minas - MG,3157336,MG,8541,17314257.75,2246729.17,703220,20264206.92
Prefeitura Municipal de Santa Cruz de Monte Castelo - PR,4123303,PR,7849,39014974.87,4045646.13,1400000,44460621
Prefeitura Municipal de Santa Cruz de Salinas - MG,3157377,MG,4177,18086680,2232820,973000,21292500
Prefeitura Municipal de Santa Cruz do Arari - PA,1506401,PA,9939,25880230.18,7000086.92,694070,33574387.1
Prefeitura Municipal de Santa Cruz do Capibaribe - PE,2612505,PE,105936,320414200,26521800,14664000,361600000
Prefeitura Municipal de Santa Cruz do Escalvado - MG,3157401,MG,4793,28115092.46,3208234.72,950004,32273331.18
Prefeitura Municipal de Santa Cruz do Piauí - PI,2209104,PI,6232,14398126.260000002,2940600,660000,17998726.26
Prefeitura Municipal de Santa Cruz do Rio Pardo - SP,3546405,SP,47395,139302326.1,26455600.01,5061334.36,170819260.47
Prefeitura Municipal de Santa Cruz do Sul - RS,4316808,RS,129427,491981184.0500001,42431903.02,12846999.88,547260086.95
Prefeitura Municipal de Santa Cruz do Xingu - MT,5107743,MT,2495,20511764.009999998,4075940.69,972100,25559804.7
Prefeitura Municipal de Santa Cruz dos Milagres - PI,2209153,PI,4004,20037035.72,3919626.14,593338.14,24550000
Prefeitura Municipal de Santa Efigênia de Minas - MG,3157500,MG,4438,12705781.26,4594218.74,900000,18200000
Prefeitura Municipal de Santa Ernestina - SP,3546504,SP,5611,16425748.329999998,2762970,1010000,20198718.33
Prefeitura Municipal de Santa Fé de Goiás - GO,5219258,GO,5393,33448822.360000003,3976119.59,1529860.14,38954802.09
Prefeitura Municipal de Santa Fé de Minas - MG,3157609,MG,3866,18038573.84,2453565.16,940000,21432139
Prefeitura Municipal de Santa Fé do Araguaia - TO,1718865,TO,7426,16686738.879999999,4873261.12,883040,22443040
Prefeitura Municipal de Santa Fé do Sul - SP,3546603,SP,32076,138429766.46,14345980.65,1999200,154774947.11
Prefeitura Municipal de Santa Filomena - PE,2612554,PE,14390,30952449.36,7637955,1805000,40395404.36
Prefeitura Municipal de Santa Filomena do Maranhão - MA,2109759,MA,7719,36736684.81,7419032.53,1277580.26,45433297.6
Prefeitura Municipal de Santa Gertrudes - SP,3546702,SP,26403,96063470.85,10140160,5238000,111441630.85
Prefeitura Municipal de Santa Helena - MA,2109809,MA,41770,89186309.39,6033140.23,1910440,97129889.62
Prefeitura Municipal de Santa Helena - PB,2513307,PB,5907,29530816,1969143,888255,32388214
Prefeitura Municipal de Santa Helena - PR,4123501,PR,26206,222449521.26999998,36754270.71,3791114.74,262994906.72
Prefeitura Municipal de Santa Helena - SC,4215554,SC,2247,13409892.09,3015198.39,868786.95,17293877.43
Prefeitura Municipal de Santa Helena de Goiás - GO,5219308,GO,38485,97334010.13,20105790.12,5006925,122446725.25
Prefeitura Municipal de Santa Helena de Minas - MG,3157658,MG,6345,18457070.839999996,2938058.24,968000,22363129.08
Prefeitura Municipal de Santa Inês - BA,2927903,BA,10656,27159875.8,3564264,1260000,31984139.8
Prefeitura Municipal de Santa Inês - MA,2109908,MA,88590,660799594,93422778.5,14373627.5,768596000
Prefeitura Municipal de Santa Inês - PB,2513356,PB,3597,24294460,1777124,715000,26786584
Prefeitura Municipal de Santa Inês - PR,4123600,PR,1624,14580916.999999998,2232379.06,965000,17778296.06
Prefeitura Municipal de Santa Isabel - GO,5219357,GO,3803,15583962.219999999,2165713.57,0,17749675.79
Prefeitura Municipal de Santa Isabel - SP,3546801,SP,56792,142170907.87,20235882.69,7400000,169806790.56
Prefeitura Municipal de Santa Isabel do Ivaí - PR,4123709,PR,8603,33325203.19,5337242.12,1258432,39920877.31
Prefeitura Municipal de Santa Isabel do Rio Negro - AM,1303601,AM,24436,24263831.409999996,11024796.47,1970619.1,37259246.98
Prefeitura Municipal de Santa Izabel do Oeste - PR,4123808,PR,14521,51169479.2,4181840.93,1095000,56446320.13
Prefeitura Municipal de Santa Izabel do Pará - PA,1506500,PA,69746,158567910.21,21024927.85,4027391,183620229.06
Prefeitura Municipal de Santa Juliana - MG,3157708,MG,13743,47647760.82,6743939.18,2900000,57291700
Prefeitura Municipal de Santa Leopoldina - ES,3204500,ES,12300,36936852.84,11252476.33,1830000,50019329.17
Prefeitura Municipal de Santa Lúcia - PR,4123824,PR,3834,19291352.130000003,2456412.92,1140000,22887765.050000004
Prefeitura Municipal de Santa Lúcia - SP,3546900,SP,8779,19551713.14,1564855,910000,22026568.14
Prefeitura Municipal de Santa Luz - PI,2209302,PI,5836,13263460,4516540,620000,18400000
Prefeitura Municipal de Santa Luzia - BA,2928059,BA,12751,27906357.04,5773917.86,1179025.1,34859300
Prefeitura Municipal de Santa Luzia - MA,2110005,MA,72440,1309959741.2,176535679.84,14368000,1500863421.04
Prefeitura Municipal de Santa Luzia - MG,3157807,MG,218147,364653893.49,36529247.84,16010000,417193141.33000004
Prefeitura Municipal de Santa Luzia - PB,2513406,PB,15336,50261852,3532113,1578853,55372818
Prefeitura Municipal de Santa Luzia D'Oeste - RO,1100296,RO,6781,20781906.74,7052154.53,1144057.36,28978118.63
Prefeitura Municipal de Santa Luzia do Itanhy - SE,2806305,SE,13947,39395666.67,5191333.33,1613000,46200000
Prefeitura Municipal de Santa Luzia do Norte - AL,2707909,AL,7272,35536900.24,5221426.26,870344,41628670.5
Prefeitura Municipal de Santa Luzia do Pará - PA,1506559,PA,19852,61831478.98,6464598.73,1492877.95,69788955.66
Prefeitura Municipal de Santa Luzia do Paruá - MA,2110039,MA,25134,44232789.57,8418409.95,1805805.2,54457004.72
Prefeitura Municipal de Santa Margarida - MG,3157906,MG,16111,33880005.18,5984656.06,1652000,41516661.24
Prefeitura Municipal de Santa Margarida do Sul - RS,4316972,RS,2545,19627683.490000002,6809096.53,1061726.92,27498506.940000005
